Strain/Toxin	Tox_type	Host_type	Host
BT_Cry54Aa1	Rank4	Species	Culex pipiens
BT_Cry54Aa1	Rank4	Species	Helicoverpa armigera
BT_Cry54Aa1	Rank4	Species	Aedes aegypti
BT_Cry54Aa1	Rank4	Species	Spodoptera exigua
BT_Cry54Ab1	Rank4	Species	Culex pipiens
BT_Cry55Aa1	Rank4	Species	Meloidogyne hapla
BT_Cry56Aa1	Rank4	Species	Aedes aegypti
BT_Cry56Aa1	Rank4	Species	Plutella xylostella
BT_Cry56Aa1	Rank4	Species	Helicoverpa armigera
BT_Cry57Ab1	Rank4	Species	Ostrinia furnacalis
BT_Cry57Ab1	Rank4	Species	Plutella xylostella
BT_Cry59Ba1	Rank4	Species	Aedes aegypti
BT_Cry59Ba1	Rank4	Species	Spodoptera exigua
BT_Cry5Ba1	Rank4	Species	Heligmosomoides polygyrus bakeri
BT_Cry5Ba1	Rank4	Species	Panagrellus redivivus
BT_Cry5Ba1	Rank4	Species	Parascaris spp.
BT_Cry5Ba1	Rank4	Species	Acrobeloides sp
BT_Cry5Ba1	Rank4	Species	Necator americanus
BT_Cry5Ba1	Rank4	Species	Pristionchus pacificus
BT_Cry5Ba1	Rank4	Species	Ascaris suum
BT_Cry5Ba1	Rank4	Species	Haemonchus contortus
BT_Cry5Ba1	Rank4	Species	Distolabrellus veechi
BT_Cry5Ba1	Rank4	Species	Nippostrongylus brasiliensis
BT_Cry5Ba1	Rank4	Species	Caenorhabditis elegans
BT_Cry5Ba1	Rank4	Species	Ancylostoma ceylanicum
BT_Cry5Ba1	Rank4	Species	Meloidogyne incognita
BT_Cry5Ba2	Rank4	Species	Caenorhabditis elegans
BT_Cry5Ba2	Rank4	Species	Meloidogyne hapla
BT_Cry5Ba2	Rank4	Species	Meloidogyne incognita
BT_Cry5Ba3	Rank4	Species	Bursaphelenchus xylophilus
BT_Cry5Ca1	Rank4	Species	Caenorhabditis elegans
BT_Cry5Ca1	Rank4	Species	Meloidogyne incognita
BT_Cry5Da1	Rank4	Species	Caenorhabditis elegans
BT_Cry5Da1	Rank4	Species	Meloidogyne incognita
BT_Cry62Aa1	Rank4	Species	Human cancer cells
BT_Cry63Aa1	Rank4	Species	Human cancer cells
BT_Cry65Aa2	Rank4	Species	Human cancer cells
BT_Cry68Aa1	Rank4	Species	Spodoptera exigua
BT_Cry68Aa1	Rank4	Species	Helicoverpa armigera
BT_Cry69Aa1	Rank4	Species	Aedes aegypti
BT_Cry69Aa1	Rank4	Species	Spodoptera exigua
BT_Cry69Aa1	Rank4	Species	Helicoverpa armigera
BT_Cry69Aa1	Rank4	Species	Culex quinquefasciatus
BT_Cry70Aa1	Rank4	Species	Aedes aegypti
BT_Cry70Ba1	Rank4	Species	Aedes aegypti
BT_Cry71Aa1	Rank4	Species	Spodoptera exigua
BT_Cry72Aa1	Rank4	Species	Spodoptera exigua
BT_Cry73Ba1	Rank4	Species	Myzus persicae
BT_Cry7Aa1	Rank4	Species	Leptinotarsa decemlineata
BT_Cry7Aa1	Rank4	Species	Cylas puncticollis
BT_Cry7Aa1	Rank4	Species	Cylas brunneus
BT_Cry7Ab2	Rank4	Species	Xylotrechus arvicola
BT_Cry7Ab2	Rank4	Species	Acanthoscelides obtectus 
BT_Cry7Ab3	Rank4	Species	Henosepilachna vigintioctomaculata
BT_Cry7Ab4	Rank4	Species	Colaphellus bowringi
BT_Cry7Ab9	Rank4	Species	Holotrichia parallela
BT_Cry7Ba1	Rank4	Species	Plutella xylostella
BT_Cry7Ca1	Rank4	Species	Locusta migratoria manilensis
BT_Cry7Ca1	Rank4	Species	Locusta migratoria
BT_Cry7Gb1	Rank4	Species	Diabrotica virgifera virgifera
BT_Cry7Gb1	Rank4	Species	Diabrotica undecimpunctata howardi
BT_Cry8Aa1	Rank4	Species	Cotinis spp.
BT_Cry8Aa1	Rank4	Species	Leptinotarsa decemlineata
BT_Cry8Ab1	Rank4	Species	Holotrichia parallela
BT_Cry8Ab1	Rank4	Species	Holotrichia oblita
BT_Cry8Ba1	Rank4	Species	Cotinis spp.
BT_Cry8Ba1	Rank4	Species	Cyclocephala borealis
BT_Cry8Bb1	Rank4	Species	Leptinotarsa decemlineata
BT_Cry8Bb1	Rank4	Species	Diabrotica virgifera virgifera
BT_Cry8Bc1	Rank4	Species	Diabrotica virgifera virgifera
BT_Cry8Ca1	Rank4	Species	Anomala cuprea
BT_Cry8Ca1	Rank4	Species	Popillia japonica
BT_Cry8Ca2	Rank4	Species	Anomala exoleta
BT_Cry8Ca2	Rank4	Species	Holotrichia parallela
BT_Cry8Ca2	Rank4	Species	Anomala corpulenta
BT_Cry8Da1	Rank4	Species	Anomala cuprea
BT_Cry8Db1	Rank4	Species	Pentodon idiota
BT_Cry8Db1	Rank4	Species	Agelastica coerulea
BT_Cry8Db1	Rank4	Species	Popillia japonica
BT_Cry8Ea1	Rank4	Species	Holotrichia parallela
BT_Cry8Ea1	Rank4	Species	Anomala corpulenta
BT_Cry8Ea2	Rank4	Species	Holotrichia parallela
BT_Cry8Ea2	Rank4	Species	Plagiodera versicolora
BT_Cry8Ea2	Rank4	Species	Popillia flavosellata
BT_Cry8Ga1	Rank4	Species	Holotrichia parallela
BT_Cry8Ga1	Rank4	Species	Holotrichia oblita
BT_Cry8Ha1	Rank4	Species	Colaphellus bowringi
BT_Cry8Ha1	Rank4	Species	Holotrichia parallela
BT_Cry8Ha1	Rank4	Species	Holotrichia oblita
BT_Cry8Ha1	Rank4	Species	Anoplophora glabripennis
BT_Cry8Hb1	Rank4	Species	Diabrotica virgifera virgifera
BT_Cry8Ia1	Rank4	Species	Holotrichia parallela
BT_Cry8Ka1	Rank4	Species	Anthonomus grandis
BT_Cry8Ka3	Rank4	Species	Anthonomus grandis
BT_Cry8Kb1	Rank4	Species	Holotrichia parallela
BT_Cry8Na1	Rank4	Species	Holotrichia parallela
BT_Cry8Pa1	Rank4	Species	Holotrichia oblita
BT_Cry8Pa3	Rank4	Species	Anthonomus grandis
BT_Cry8Qa1	Rank4	Species	Anticarsia gemmatalis
BT_Cry8Qa1	Rank4	Species	Anthonomus grandis
BT_Cry8Sa1	Rank4	Species	Holotrichia serrata
BT_Cry9Aa1	Rank4	Species	Galleria mellonella
BT_Cry9Aa2	Rank4	Species	Epiphyas postvittana
BT_Cry9Aa2	Rank4	Species	Helicoverpa punctigera
BT_Cry9Aa2	Rank4	Species	Phthorimaea operculella
BT_Cry9Bb1	Rank4	Species	Spodoptera frugiperda
BT_Cry9Bb1	Rank4	Species	Manduca sexta
BT_Cry9Ca1	Rank4	Species	Ostrinia nubilalis
BT_Cry9Ca1	Rank4	Species	Agrotis ipsilon
BT_Cry9Ca1	Rank4	Species	Agrotis segetum
BT_Cry9Ca1	Rank4	Species	Mamestra brassicae
BT_Cry9Ca1	Rank4	Species	Spodoptera littoralis
BT_Cry9Ca1	Rank4	Species	Choristoneura fumiferana
BT_Cry9Ca1	Rank4	Species	Heliothis virescens
BT_Cry9Ca1	Rank4	Species	Bombyx mori
BT_Cry9Ca1	Rank4	Species	Spodoptera exigua
BT_Cry9Ca1	Rank4	Species	Manduca sexta
BT_Cry9Ca1	Rank4	Species	Plutella xylostella
BT_Cry9Cb1	Rank4	Species	Agrotis ipsilon
BT_Cry9Cb1	Rank4	Species	Ostrinia furnacalis
BT_Cry9Cb1	Rank4	Species	Mythimna separata
BT_Cry9Cb1	Rank4	Species	Chilo suppressalis
BT_Cry9Cb1	Rank4	Species	Plutella xylostella
BT_Cry9Da1	Rank4	Species	Bombyx mori
BT_Cry9Da1	Rank4	Species	Plutella xylostella
BT_Cry9Db1	Rank4	Species	Ostrinia nubilalis
BT_Cry9Ea10	Rank4	Species	Hyphantria cunea
BT_Cry9Eb1	Rank4	Species	Ostrinia nubilalis
BT_Cry9Eb1	Rank4	Species	Heliothis virescens
BT_Cry9Eb2	Rank4	Species	Ostrinia furnacalis
BT_Cry9Eb2	Rank4	Species	Plutella xylostella
BT_Cry9Ec1	Rank4	Species	Bombyx mori
BT_Cry9Ec1	Rank4	Species	Plutella xylostella
BT_Cry9Ed1	Rank4	Species	Ostrinia nubilalis
BT_Cry9Ee1	Rank4	Species	Ostrinia furnacalis
BT_Cry9Ee1	Rank4	Species	Plutella xylostella
BT_Cry9Ee2	Rank4	Species	Ostrinia nubilalis
BT_Cry9Ga1	Rank4	Species	Anticarsia gemmatalis
BT_Cry9Ga1	Rank4	Species	Diatraea grandiosella
BT_Cry9Ga1	Rank4	Species	Plutella xylostella
BT_CryAb2	Rank4	Species	Helicoverpa armigera
BT_Cy1Hc1	Rank4	Species	Ostrinia furnacalis
BT_Cy1Hc1	Rank4	Species	Plutella xylostella
NOV_Cry10Aa1_94.4_ABW89736.1	Rank4	Species	Anopheles stephensi
NOV_Cry10Aa1_97.0_ABW89733.1	Rank4	Species	Anopheles stephensi
NOV_Cry11Aa1_95.8_ABW89741.1	Rank4	Species	Anopheles stephensi
NOV_Cry11Aa1_96.3_ABW89742.1	Rank4	Species	Anopheles stephensi
NOV_Cry11Aa1_97.8_ABW89740.1	Rank4	Species	Anopheles stephensi
NOV_Cry11Aa1_98.8_ABW89738.1	Rank4	Species	Anopheles stephensi
NOV_Cry11Aa1_98.9_ABW89739.1	Rank4	Species	Anopheles stephensi
NOV_Cry11Aa1_99.5_ABW89737.1	Rank4	Species	Anopheles stephensi
NOV_Cry13Aa1_87.1_ANS50148.1	Rank4	Species	Aphis glycines
NOV_Cry14Aa1_41.1_PGW46198.1	Rank4	Species	Nezara viridula
NOV_Cry14Ab1_42.4_PGW46196.1	Rank4	Species	Diabrotica virgifera virgifera
NOV_Cry14Ab1_42.4_PGW46196.1	Rank4	Species	Nezara viridula
NOV_Cry1Ab12_91.4_AAK14338.1	Rank4	Species	Helicoverpa armigera
NOV_Cry1Ab32_92.7_AAK14337.1	Rank4	Species	Spodoptera litura
NOV_Cry1Ab32_92.7_AAK14337.1	Rank4	Species	Plutella xylostella
NOV_Cry1Ab32_92.7_AAK14337.1	Rank4	Species	Helicoverpa armigera
NOV_Cry1Ai1_99.7_AAS93796.1	Rank4	Species	Plutella xylostella
NOV_Cry1Da1_99.6_ALP83513.1	Rank4	Species	Spodoptera littoralis
NOV_Cry1Da3_99.9_AMR88578.1	Rank4	Species	Spodoptera frugiperda
NOV_Cry1Da3_99.9_AMR88578.1	Rank4	Species	Manduca sexta
NOV_Cry1Fb4_99.8_AMR88428.1	Rank4	Species	Spodoptera frugiperda
NOV_Cry1Fb4_99.8_AMR88428.1	Rank4	Species	Manduca sexta
NOV_Cry1Hb1_98.0_AMR88562.1	Rank4	Species	Manduca sexta
NOV_Cry1Ka1_98.4_KIP24267.1	Rank4	Species	Manduca sexta
NOV_Cry20Ba2_80.0_AGV55017.1	Rank4	Species	Culex pipiens molestus
NOV_Cry2Ak1_76.8_AX513524.1	Rank4	Species	Ostrinia nubilalis
NOV_Cry2Ak1_76.8_AX513524.1	Rank4	Species	Helicoverpa zea
NOV_Cry2Ak1_76.8_AX513524.1	Rank4	Species	Heliothis virescens
NOV_Cry2Ak1_76.8_AX513524.1	Rank4	Species	Sesamia nonagrioides
NOV_Cry2Ba1_29.9_AEX63666.1	Rank4	Species	Aedes aegypti
NOV_Cry3Aa12_81.9_AEZ53144.1	Rank4	Species	Myllocerus undecimpustulatus undatus
NOV_Cry40Aa1_67.9_CQ868314.1	Rank4	Species	Trichoplusia ni
NOV_Cry40Aa1_67.9_CQ868314.1	Rank4	Species	Tenebrio molitor
NOV_Cry40Da1_65.0_CAH33957.1 	Rank4	Species	Trichoplusia ni
NOV_Cry48Aa1_36.6_CAH33948.1	Rank4	Species	Spodoptera frugiperda
NOV_Cry48Aa1_36.6_CAH33948.1	Rank4	Species	Lygus lineolaris
NOV_Cry48Aa1_36.6_CAH33948.1	Rank4	Species	Heliothis virescens
NOV_Cry48Aa1_36.9_CAH33950.1	Rank4	Species	Lygus lineolaris
NOV_Cry48Aa1_36.9_CAH33950.1	Rank4	Species	Trichoplusia ni
NOV_Cry4Ba1_96.9_ABR22239.1	Rank4	Species	Anopheles stephensi
NOV_Cry4Ba1_98.1_ABR22240.1	Rank4	Species	Anopheles stephensi
NOV_Cry4Ba1_98.5_ABR22238.1	Rank4	Species	Anopheles stephensi
NOV_Cry4Ba1_98.9_ABR22236.1	Rank4	Species	Anopheles stephensi
NOV_Cry4Ba1_98.9_ABR22237.1	Rank4	Species	Anopheles stephensi
NOV_Cry4Ba1_99.6_ABR22235.1	Rank4	Species	Anopheles stephensi
NOV_Cry53Ab1_40.0_CAH33955.1	Rank4	Species	Diabrotica virgifera virgifera
NOV_Cry53Ab1_40.0_CAH33955.1	Rank4	Species	Trichoplusia ni
NOV_Cry53Ab1_40.0_CAH33955.1	Rank4	Species	Diabrotica undecimpunctata howardi
NOV_Cry53Ab1_40.0_CAH33955.1	Rank4	Species	Lygus lineolaris
NOV_Cry56Aa2_56.0_AGV55019.1	Rank4	Species	Culex pipiens molestus
NOV_Cry69Ab1_58.0_PER42111.1	Rank4	Species	Euschistus servus
NOV_Cry69Ab1_58.0_PER42111.1	Rank4	Species	Nezara viridula
NOV_Cry71Aa1_65.9_PER41598.1	Rank4	Species	Spodoptera frugiperda
NOV_Cry7Ha1_99.5_ADA48966.1	Rank4	Species	Diabrotica virgifera virgifera
NOV_Cry7Ha1_99.5_ADA48966.1	Rank4	Species	Diabrotica undecimpunctata howardi
NOV_Cry9Db1_99.9_ACS12637.1	Rank4	Species	Ostrinia nubilalis
NOV_Cry9Ga1_57.2_PER39584.1	Rank4	Species	Euschistus servus
NOV_Cry9Ga1_57.2_PER39584.1	Rank4	Species	Aphis gossypii
NOV_Cry9Ga1_57.2_PER39584.1	Rank4	Species	Diatraea grandiosella
NOV_Cry9Ga1_57.2_PER39584.1	Rank4	Species	Plutella xylostella
BT_Cry1Ca15	Rank4	Species	Plutella xylostella
BT_Cry1Ie2	Rank4	Species	Ostrinia nubilalis
BT_Cry1Ie2	Rank4	Species	Pectinophora gossypiella
BT_Cry1Ie2	Rank4	Species	Manduca sexta
BT_Cry3Aa12	Rank4	Species	Leptinotarsa decemlineata
BT_Cry3Aa12	Rank4	Species	Cylas puncticollis
BT_Cry3Aa12	Rank4	Species	Cylas brunneus
BT_Cry10Aa	Rank3	Orders	Coleoptera
BT_Cry10Aa	Rank3	Orders	Diptera
BT_Cry11Aa	Rank3	Orders	Hemiptera
BT_Cry11Aa	Rank3	Orders	Diptera
BT_Cry11Ba	Rank3	Orders	Diptera
BT_Cry11Bb	Rank3	Orders	Diptera
BT_Cry12Aa	Rank3	Orders	Nematoda
BT_Cry13Aa	Rank3	Orders	Nematoda
BT_Cry14Aa	Rank3	Orders	Nematoda
BT_Cry14Ab	Rank3	Orders	Nematoda
BT_Cry15Aa	Rank3	Orders	Lepidoptera
BT_Cry18Aa	Rank3	Orders	Coleoptera
BT_Cry19Aa	Rank3	Orders	Diptera
BT_Cry19Ba	Rank3	Orders	Diptera
BT_Cry1Aa	Rank3	Orders	Lepidoptera
BT_Cry1Ab	Rank3	Orders	Lepidoptera
BT_Cry1Ab	Rank3	Orders	Hemiptera
BT_Cry1Ab	Rank3	Orders	Diptera
BT_Cry1Ac	Rank3	Orders	Lepidoptera
BT_Cry1Ac	Rank3	Orders	Hemiptera
BT_Cry1Ac	Rank3	Orders	Diptera
BT_Cry1Ad	Rank3	Orders	Lepidoptera
BT_Cry1Af	Rank3	Orders	Lepidoptera
BT_Cry1Ah	Rank3	Orders	Lepidoptera
BT_Cry1Ai	Rank3	Orders	Lepidoptera
BT_Cry1Aj	Rank3	Orders	Lepidoptera
BT_Cry1Ba	Rank3	Orders	Lepidoptera
BT_Cry1Ba	Rank3	Orders	Coleoptera
BT_Cry1Ba	Rank3	Orders	Hemiptera
BT_Cry1Ba	Rank3	Orders	Diptera
BT_Cry1Bb	Rank3	Orders	Lepidoptera
BT_Cry1Bc	Rank3	Orders	Diptera
BT_Cry1Bd	Rank3	Orders	Lepidoptera
BT_Cry1Be	Rank3	Orders	Lepidoptera
BT_Cry1Bf	Rank3	Orders	Lepidoptera
BT_Cry1Bh	Rank3	Orders	Lepidoptera
BT_Cry1Bh	Rank3	Orders	Coleoptera
BT_Cry1Bi	Rank3	Orders	Lepidoptera
BT_Cry1Bj	Rank3	Orders	Lepidoptera
BT_Cry1Ca	Rank3	Orders	Lepidoptera
BT_Cry1Ca	Rank3	Orders	Diptera
BT_Cry1Cb	Rank3	Orders	Lepidoptera
BT_Cry1Cb	Rank3	Orders	Hemiptera
BT_Cry1Da	Rank3	Orders	Lepidoptera
BT_Cry1Db	Rank3	Orders	Lepidoptera
BT_Cry1Dd	Rank3	Orders	Lepidoptera
BT_Cry1Ea	Rank3	Orders	Lepidoptera
BT_Cry1Ea	Rank3	Orders	Nematoda
BT_Cry1Eb	Rank3	Orders	Lepidoptera
BT_Cry1Fa	Rank3	Orders	Lepidoptera
BT_Cry1Fb	Rank3	Orders	Lepidoptera
BT_Cry1Gb	Rank3	Orders	Lepidoptera
BT_Cry1Gc	Rank3	Orders	Lepidoptera
BT_Cry1Hb	Rank3	Orders	Lepidoptera
BT_Cry1Hc	Rank3	Orders	Lepidoptera
BT_Cry1Ia	Rank3	Orders	Lepidoptera
BT_Cry1Ia	Rank3	Orders	Coleoptera
BT_Cry1Ia	Rank3	Orders	Nematoda
BT_Cry1Ib	Rank3	Orders	Lepidoptera
BT_Cry1Ic	Rank3	Orders	Coleoptera
BT_Cry1Id	Rank3	Orders	Lepidoptera
BT_Cry1Ie	Rank3	Orders	Lepidoptera
BT_Cry1If	Rank3	Orders	Lepidoptera
BT_Cry1Ig	Rank3	Orders	Lepidoptera
BT_Cry1Ja	Rank3	Orders	Lepidoptera
BT_Cry1Jb	Rank3	Orders	Lepidoptera
BT_Cry1Jc	Rank3	Orders	Lepidoptera
BT_Cry1Jd	Rank3	Orders	Lepidoptera
BT_Cry1La	Rank3	Orders	Lepidoptera
BT_Cry1Na	Rank3	Orders	Lepidoptera
BT_Cry1Na	Rank3	Orders	Coleoptera
BT_Cry1Na	Rank3	Orders	Hemiptera
BT_Cry1Nb	Rank3	Orders	Lepidoptera
BT_Cry20Aa	Rank3	Orders	Diptera
BT_Cry20Ba	Rank3	Orders	Lepidoptera
BT_Cry21Aa	Rank3	Orders	Nematoda
BT_Cry21Fa	Rank3	Orders	Nematoda
BT_Cry24Ca	Rank3	Orders	Diptera
BT_Cry27Aa	Rank3	Orders	Diptera
BT_Cry29Aa	Rank3	Orders	Diptera
BT_Cry2Aa	Rank3	Orders	Lepidoptera
BT_Cry2Aa	Rank3	Orders	Hemiptera
BT_Cry2Aa	Rank3	Orders	Diptera
BT_Cry2Ab	Rank3	Orders	Lepidoptera
BT_Cry2Ab	Rank3	Orders	Diptera
BT_Cry2Ac	Rank3	Orders	Lepidoptera
BT_Cry2Ac	Rank3	Orders	Diptera
BT_Cry2Ad	Rank3	Orders	Lepidoptera
BT_Cry2Ae	Rank3	Orders	Lepidoptera
BT_Cry2Af2	Rank3	Orders	Lepidoptera
BT_Cry2Ag	Rank3	Orders	Lepidoptera
BT_Cry2Ag	Rank3	Orders	Diptera
BT_Cry2Ah	Rank3	Orders	Lepidoptera
BT_Cry2Ak	Rank3	Orders	Lepidoptera
BT_Cry2Al	Rank3	Orders	Lepidoptera
BT_Cry2Am	Rank3	Orders	Diptera
BT_Cry2Ba	Rank3	Orders	Lepidoptera
BT_Cry30Aa	Rank3	Orders	Diptera
BT_Cry30Fa	Rank3	Orders	Lepidoptera
BT_Cry30Fa	Rank3	Orders	Diptera
BT_Cry30Ga	Rank3	Orders	Lepidoptera
BT_Cry30Ga	Rank3	Orders	Diptera
BT_Cry31Aa	Rank3	Orders	Human
BT_Cry31Ab	Rank3	Orders	Human
BT_Cry31Ac	Rank3	Orders	Human
BT_Cry31Ad	Rank3	Orders	Human
BT_Cry32Aa	Rank3	Orders	Lepidoptera
BT_Cry32Eb	Rank3	Orders	Nematoda
BT_Cry32Ha	Rank3	Orders	Lepidoptera
BT_Cry32Hb	Rank3	Orders	Lepidoptera
BT_Cry32Sa	Rank3	Orders	Lepidoptera
BT_Cry39Aa	Rank3	Orders	Diptera
BT_Cry3Aa	Rank3	Orders	Coleoptera
BT_Cry3Aa	Rank3	Orders	Hemiptera
BT_Cry3Aa	Rank3	Orders	Hymenoptera
BT_Cry3Aa 	Rank3	Orders	Coleoptera
BT_Cry3Ba	Rank3	Orders	Coleoptera
BT_Cry3Bb	Rank3	Orders	Coleoptera
BT_Cry3Bb 	Rank3	Orders	Coleoptera
BT_Cry3Ca	Rank3	Orders	Coleoptera
BT_Cry40Da	Rank3	Orders	Diptera
BT_Cry41Aa	Rank3	Orders	Human
BT_Cry41Ab	Rank3	Orders	Human
BT_Cry41Ab	Rank3	Orders	Hemiptera
BT_Cry42Aa	Rank3	Orders	Human
BT_Cry43Aa	Rank3	Orders	Coleoptera
BT_Cry43Ba	Rank3	Orders	Coleoptera
BT_Cry43Ca	Rank3	Orders	Lepidoptera
BT_Cry43Ca	Rank3	Orders	Coleoptera
BT_Cry43Cb	Rank3	Orders	Lepidoptera
BT_Cry43Cb	Rank3	Orders	Coleoptera
BT_Cry44Aa	Rank3	Orders	Diptera
BT_Cry47Aa	Rank3	Orders	Diptera
BT_Cry48Aa	Rank3	Orders	Diptera
BT_Cry4Aa	Rank3	Orders	Hemiptera
BT_Cry4Aa	Rank3	Orders	Diptera
BT_Cry4Ba	Rank3	Orders	Diptera
BT_Cry4Cb	Rank3	Orders	Lepidoptera
BT_Cry4Cb	Rank3	Orders	Diptera
BT_Cry4Cc	Rank3	Orders	Lepidoptera
BT_Cry4Cc	Rank3	Orders	Diptera
BT_Cry50Ba	Rank3	Orders	Diptera
BT_Cry52Ba	Rank3	Orders	Diptera
BT_Cry52Ca	Rank3	Orders	Lepidoptera
BT_Cry53Ab	Rank3	Orders	Lepidoptera
BT_Cry53Ab	Rank3	Orders	Diptera
BT_Cry54Aa	Rank3	Orders	Lepidoptera
BT_Cry54Aa	Rank3	Orders	Diptera
BT_Cry54Ab	Rank3	Orders	Diptera
BT_Cry55Aa	Rank3	Orders	Nematoda
BT_Cry56Aa	Rank3	Orders	Lepidoptera
BT_Cry56Aa	Rank3	Orders	Diptera
BT_Cry57Ab	Rank3	Orders	Lepidoptera
BT_Cry59Ba	Rank3	Orders	Lepidoptera
BT_Cry59Ba	Rank3	Orders	Diptera
BT_Cry5Ac	Rank3	Orders	Hymenoptera
BT_Cry5Ba	Rank3	Orders	Nematoda
BT_Cry5Ca	Rank3	Orders	Nematoda
BT_Cry5Da	Rank3	Orders	Nematoda
BT_Cry62Aa	Rank3	Orders	Human
BT_Cry63Aa	Rank3	Orders	Human
BT_Cry65Aa	Rank3	Orders	Human
BT_Cry68Aa	Rank3	Orders	Lepidoptera
BT_Cry69Aa	Rank3	Orders	Lepidoptera
BT_Cry69Aa	Rank3	Orders	Diptera
BT_Cry70Aa	Rank3	Orders	Diptera
BT_Cry70Ba	Rank3	Orders	Diptera
BT_Cry71Aa	Rank3	Orders	Lepidoptera
BT_Cry72Aa	Rank3	Orders	Lepidoptera
BT_Cry73Ba	Rank3	Orders	Hemiptera
BT_Cry7Aa	Rank3	Orders	Coleoptera
BT_Cry7Ab	Rank3	Orders	Coleoptera
BT_Cry7Ba	Rank3	Orders	Lepidoptera
BT_Cry7Ca	Rank3	Orders	Orthoptera
BT_Cry7Gb	Rank3	Orders	Coleoptera
BT_Cry8Aa	Rank3	Orders	Coleoptera
BT_Cry8Ab	Rank3	Orders	Coleoptera
BT_Cry8Ba	Rank3	Orders	Coleoptera
BT_Cry8Bb	Rank3	Orders	Coleoptera
BT_Cry8Bc	Rank3	Orders	Coleoptera
BT_Cry8Ca	Rank3	Orders	Coleoptera
BT_Cry8Da	Rank3	Orders	Lepidoptera
BT_Cry8Da	Rank3	Orders	Coleoptera
BT_Cry8Db	Rank3	Orders	Coleoptera
BT_Cry8Ea	Rank3	Orders	Coleoptera
BT_Cry8Ga	Rank3	Orders	Coleoptera
BT_Cry8Ha	Rank3	Orders	Coleoptera
BT_Cry8Hb	Rank3	Orders	Coleoptera
BT_Cry8Ia	Rank3	Orders	Coleoptera
BT_Cry8Ka	Rank3	Orders	Coleoptera
BT_Cry8Kb	Rank3	Orders	Coleoptera
BT_Cry8Na	Rank3	Orders	Coleoptera
BT_Cry8Pa	Rank3	Orders	Coleoptera
BT_Cry8Qa	Rank3	Orders	Lepidoptera
BT_Cry8Qa	Rank3	Orders	Coleoptera
BT_Cry8Sa	Rank3	Orders	Coleoptera
BT_Cry9Aa	Rank3	Orders	Lepidoptera
BT_Cry9Bb	Rank3	Orders	Lepidoptera
BT_Cry9Ca	Rank3	Orders	Lepidoptera
BT_Cry9Cb	Rank3	Orders	Lepidoptera
BT_Cry9Da	Rank3	Orders	Lepidoptera
BT_Cry9Da	Rank3	Orders	Coleoptera
BT_Cry9Db	Rank3	Orders	Lepidoptera
BT_Cry9Ea	Rank3	Orders	Lepidoptera
BT_Cry9Eb	Rank3	Orders	Lepidoptera
BT_Cry9Ec	Rank3	Orders	Lepidoptera
BT_Cry9Ed	Rank3	Orders	Lepidoptera
BT_Cry9Ee	Rank3	Orders	Lepidoptera
BT_Cry9Ga	Rank3	Orders	Lepidoptera
BT_CryAb	Rank3	Orders	Lepidoptera
BT_Cy1Hc	Rank3	Orders	Lepidoptera
BT_Cry16Aa	Rank3	Orders	Diptera
BT_Cry1Ae	Rank3	Orders	Lepidoptera
BT_Cry1Ka	Rank3	Orders	Lepidoptera
BT_Cry2Af	Rank3	Orders	Lepidoptera
BT_Cry32Ba	Rank3	Orders	Diptera
BT_Cry32Ca	Rank3	Orders	Diptera
BT_Cry32Da	Rank3	Orders	Diptera
BT_Cry5Aa	Rank3	Orders	Nematoda
BT_Cry5Aa	Rank3	Orders	Platyhelminthes
BT_Cry5Ab	Rank3	Orders	Nematoda
BT_Cry5Ab	Rank3	Orders	Platyhelminthes
BT_Cry8Fa	Rank3	Orders	Coleoptera
BT_Cry10Aa	Rank3	Species	Aedes aegypti
BT_Cry10Aa	Rank3	Species	Anthonomus grandis
BT_Cry11Aa	Rank3	Species	Macrosiphum euphorbiae
BT_Cry11Aa	Rank3	Species	Culex pipiens
BT_Cry11Aa	Rank3	Species	Acyrthosiphon pisum
BT_Cry11Aa	Rank3	Species	Chironomus tepperi
BT_Cry11Aa	Rank3	Species	Culex quinquefasciatus
BT_Cry11Aa	Rank3	Species	Aedes aegypti
BT_Cry11Aa	Rank3	Species	Anopheles stephensi
BT_Cry11Aa	Rank3	Species	Anopheles albimanus
BT_Cry11Aa	Rank3	Species	Tipula oleracea
BT_Cry11Aa	Rank3	Species	Simulium spp.
BT_Cry11Ba	Rank3	Species	Culex pipiens
BT_Cry11Ba	Rank3	Species	Culex quinquefasciatus
BT_Cry11Ba	Rank3	Species	Aedes aegypti
BT_Cry11Ba	Rank3	Species	Anopheles stephensi
BT_Cry11Ba	Rank3	Species	Anopheles albimanus
BT_Cry11Bb	Rank3	Species	Culex pipiens
BT_Cry11Bb	Rank3	Species	Culex quinquefasciatus
BT_Cry11Bb	Rank3	Species	Aedes aegypti
BT_Cry11Bb	Rank3	Species	Anopheles stephensi
BT_Cry11Bb	Rank3	Species	Anopheles albimanus
BT_Cry12Aa	Rank3	Species	Bursaphelenchus xylophilus
BT_Cry12Aa	Rank3	Species	Pratylenchus spp. 
BT_Cry13Aa	Rank3	Species	Bursaphelenchus xylophilus
BT_Cry13Aa	Rank3	Species	Panagrellus redivivus
BT_Cry14Aa	Rank3	Species	Panagrellus redivivus
BT_Cry14Aa	Rank3	Species	Distolabrellus veechi
